Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
384,Julius Randle\randlju01,PF,26,NYK,37,37,36.7,8.3,17.2,0.483,1.9,4.6,0.408,6.4,12.6,0.51,0.537,4.8,5.9,0.805,1.4,9.6,11.1,5.5,0.8,0.2,3.2,3.1,23.2
385,Cam Reddish\reddica01,SF,21,ATL,26,21,28.8,3.7,10.1,0.365,1.3,4.8,0.262,2.4,5.3,0.46,0.428,2.6,3.2,0.817,0.8,3.2,4,1.3,1.3,0.3,1.3,2.6,11.2
386,J.J. Redick\redicjj01,SG,36,NOP,31,0,18.6,2.8,6.9,0.407,1.6,4.5,0.364,1.2,2.4,0.486,0.526,1.5,1.5,0.957,0.1,1.6,1.7,1.3,0.3,0.1,0.8,1.2,8.7
387,Paul Reed\reedpa01,PF,21,PHI,5,0,11,1.8,4.4,0.409,0,0.6,0,1.8,3.8,0.474,0.409,0,0,,1.4,0.6,2,0.6,0.2,0.8,1,0.8,3.6
388,Naz Reid\reidna01,C,21,MIN,34,13,20.6,4.6,9,0.515,0.9,2.8,0.34,3.7,6.3,0.592,0.567,1.6,2.2,0.733,1.1,3.6,4.8,1.3,0.6,1.2,1.1,3.1,11.9
389,Nick Richards\richani01,PF,23,CHO,8,0,2.9,0.4,0.8,0.5,0,0,,0.4,0.8,0.5,0.5,0.6,0.8,0.833,0.3,0.5,0.8,0,0,0,0.1,0.5,1.4
390,Josh Richardson\richajo01,SG,27,DAL,25,25,31.5,4.6,10.7,0.427,1.5,5.3,0.288,3,5.4,0.563,0.498,2.2,2.3,0.948,0.9,2.4,3.3,2.5,0.9,0.2,1.5,2.8,12.8
391,Austin Rivers\riverau01,SG,28,NYK,21,2,21,2.8,6.4,0.43,1.3,3.7,0.364,1.4,2.8,0.517,0.533,0.5,0.7,0.714,0.2,2,2.2,2,0.6,0,1,1.5,7.3
392,Andre Roberson\roberan03,SG,29,BRK,5,0,12.6,0.4,2.8,0.143,0.2,1.6,0.125,0.2,1.2,0.167,0.179,0.2,0.4,0.5,1.4,1.6,3,0.8,0.6,0.2,0.4,0.8,1.2
393,Duncan Robinson\robindu01,SF,26,MIA,36,36,33.4,4.2,9.8,0.429,3.3,8.3,0.391,0.9,1.5,0.642,0.595,1.2,1.4,0.84,0.1,3.9,3.9,1.6,0.5,0.2,1.3,2.5,12.8
394,Glenn Robinson III\robingl02,SF,27,SAC,23,2,16,1.8,4.3,0.424,0.7,1.9,0.364,1.1,2.4,0.473,0.505,0.9,1,0.913,0.5,1.5,2,0.9,0.2,0.1,0.5,1,5.3
395,Jerome Robinson\robinje01,SG,23,WAS,13,3,17,1.7,5.2,0.328,0.7,2.4,0.29,1,2.8,0.361,0.396,1.2,1.3,0.882,0.2,2.4,2.5,1.4,0.5,0.2,0.8,1.6,5.2
396,Mitchell Robinson\robinmi01,C,22,NYK,27,27,28.8,3.8,5.8,0.66,0,0,,3.8,5.8,0.66,0.66,0.8,1.7,0.478,3.6,4.8,8.4,0.5,1.2,1.5,0.8,2.9,8.4
397,Isaiah Roby\robyis01,PF,22,OKC,30,12,21.3,3.3,6.3,0.521,0.6,1.8,0.34,2.7,4.6,0.591,0.568,1.4,1.9,0.724,1.5,3.9,5.4,1.8,0.8,0.6,1.3,2.7,8.6
398,Rajon Rondo\rondora01,PG,34,ATL,20,2,15,1.5,3.7,0.392,0.7,1.7,0.382,0.8,2,0.4,0.48,0.1,0.1,0.5,0.2,2,2.2,3.5,0.6,0.1,1.4,0.9,3.6
399,Derrick Rose\rosede01,PG,32,TOT,25,3,23.5,5,11.7,0.43,0.9,2.4,0.377,4.1,9.3,0.444,0.469,2.5,3,0.851,0.3,1.9,2.2,4.5,1.2,0.4,1.9,1.2,13.5
399,Derrick Rose\rosede01,PG,32,DET,15,0,22.8,5.3,12.3,0.429,0.9,2.6,0.333,4.4,9.7,0.455,0.465,2.8,3.3,0.84,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2
399,Derrick Rose\rosede01,PG,32,NYK,10,3,24.6,4.7,10.9,0.431,1,2.2,0.455,3.7,8.7,0.425,0.477,2.1,2.4,0.875,0.1,2.5,2.6,4.9,1.1,0.6,1.9,1.2,12.5
400,Terrence Ross\rosste01,SG,29,ORL,35,2,29.5,5.6,13.6,0.41,2.1,6.1,0.344,3.5,7.5,0.462,0.486,2.3,2.6,0.9,0.3,3.1,3.5,2.2,1.1,0.5,1.7,1.8,15.5
401,Terry Rozier\roziete01,SG,26,CHO,33,33,33.5,7.4,15.2,0.49,3.4,7.7,0.439,4.1,7.5,0.543,0.601,2.3,2.8,0.824,0.5,3.3,3.8,3.2,1.4,0.4,2.1,2,20.5
402,Ricky Rubio\rubiori01,PG,30,MIN,34,19,25.4,2.7,6.9,0.39,0.8,2.4,0.329,1.9,4.5,0.422,0.447,1.8,2.2,0.824,0.4,2.7,3.1,6.4,1.2,0,2.1,2.3,8
403,D'Angelo Russell\russeda01,PG,24,MIN,20,19,29.2,7,16.3,0.426,3,7.4,0.399,4,8.9,0.449,0.517,2.4,3.2,0.75,0.5,2.2,2.6,5.1,1.1,0.5,2.7,2,19.3
404,Domantas Sabonis\sabondo01,PF,24,IND,35,35,36.5,7.8,14.9,0.525,0.9,2.7,0.333,6.9,12.2,0.568,0.556,4.2,5.9,0.714,2.6,8.5,11.1,6,1,0.6,3.4,3.4,20.8
405,Luka Šamanić\samanlu01,PF,21,SAS,9,1,11,1.7,3.8,0.441,0.9,2.2,0.4,0.8,1.6,0.5,0.559,0.4,0.9,0.5,0.7,2.4,3.1,0.1,0.3,0.2,0.7,1.1,4.7
406,JaKarr Sampson\sampsja02,PF,27,IND,15,0,6.5,1,2.1,0.469,0.1,0.3,0.2,0.9,1.8,0.519,0.484,0.5,0.7,0.8,0.5,1.4,1.9,0.1,0.1,0.2,0.4,0.7,2.6
407,Dario Šarić\saricda01,PF,26,PHO,17,0,18.1,4.1,8.4,0.483,1.4,3.6,0.377,2.7,4.8,0.561,0.563,2,2.2,0.919,0.8,3.2,4,1.3,0.8,0.2,1.2,1.9,11.5
408,Tomáš Satoranský\satorto01,SG,29,CHI,23,0,20.7,2.6,4.9,0.536,0.8,1.7,0.487,1.8,3.2,0.562,0.621,1.1,1.3,0.897,0.3,2.3,2.6,4.4,0.5,0.2,1.5,1.2,7.2
409,Dennis Schröder\schrode01,SG,27,LAL,33,33,31.2,5.2,11.9,0.44,1,3.2,0.317,4.2,8.8,0.484,0.482,3.4,4.1,0.831,0.5,2.9,3.5,4.5,0.9,0.2,2.3,2.7,14.9
410,Mike Scott\scottmi01,PF,32,PHI,17,4,17.4,1.5,3.7,0.413,1.1,2.9,0.38,0.4,0.8,0.538,0.563,0.1,0.3,0.4,0.2,2.5,2.8,0.3,0.5,0.1,0.6,1,4.3
411,Collin Sexton\sextoco01,SG,22,CLE,31,31,36.4,8.8,18.2,0.487,1.7,4.2,0.4,7.2,14,0.513,0.533,4.7,5.9,0.803,0.7,1.9,2.6,4.5,1.2,0.1,2.9,2.8,24.1
412,Landry Shamet\shamela01,SG,23,BRK,33,0,19.7,2.5,6.5,0.384,1.8,4.9,0.358,0.8,1.6,0.463,0.519,1,1.2,0.868,0.2,1.7,1.8,1.1,0.5,0.2,0.8,1.3,7.8
413,Iman Shumpert\shumpim01,SG,30,BRK,2,0,5.5,0.5,2,0.25,0,1.5,0,0.5,0.5,1,0.25,0,0,,0.5,0,0.5,0,0.5,0,0.5,0,1
414,Pascal Siakam\siakapa01,PF,26,TOR,30,30,35.8,7.4,16.3,0.453,1.2,4.1,0.295,6.2,12.3,0.505,0.49,4.1,5,0.819,1.9,5.5,7.5,4.8,1.2,0.7,2.2,3.1,20.1
415,Chris Silva\silvach01,PF,24,MIA,6,0,8.8,1,1.5,0.667,0.2,0.2,1,0.8,1.3,0.625,0.722,1.7,2,0.833,1.2,1.8,3,1,0.2,0.3,1.3,2.3,3.8
